Recipe Public Food Key,Food Name,Total Weight Change (%),Public Food Key,Ingredient Weight (g),Retention Factor ID
F007014,"Pork, loin chop, semi-trimmed, raw",0.0,F007016,5.0,0
F007012,"Pork, loin chop, semi-trimmed, BBQ'd, no added fat",0.0,F007017,95.0,0
F007012,"Pork, loin chop, semi-trimmed, BBQ'd, no added fat",0.0,F007015,5.0,0
F006993,"Pork, loin chop, untrimmed, raw",0.0,F007019,88.9,0
F006993,"Pork, loin chop, untrimmed, raw",0.0,F007016,10.9,0
F006991,"Pork, loin chop, untrimmed, BBQ'd, no added fat",0.0,F007017,88.9,0
F006991,"Pork, loin chop, untrimmed, BBQ'd, no added fat",0.0,F007015,11.8,0
F007028,"Pork, loin cutlet, untrimmed, raw",0.0,F007049,82.76,0
F007028,"Pork, loin cutlet, untrimmed, raw",0.0,F007046,17.24,0
F007027,"Pork, loin cutlet, untrimmed, fried, no added fat",-32.0,F007046,17.24,1252
F007027,"Pork, loin cutlet, untrimmed, fried, no added fat",-32.0,F007049,82.76,5019
F007030,"Pork, loin roast, untrimmed, raw",0.0,F007037,81.09,0
F007030,"Pork, loin roast, untrimmed, raw",0.0,F007035,18.91,0
F007029,"Pork, loin roast, untrimmed, baked, no added fat",0.0,F007036,86.83,0
F007029,"Pork, loin roast, untrimmed, baked, no added fat",0.0,F007034,13.17,0
F007043,"Pork, medallion or loin steak, untrimmed, raw",0.0,F007049,93.28,0
F007043,"Pork, medallion or loin steak, untrimmed, raw",0.0,F007046,6.72,0
F007042,"Pork, medallion or loin steak, untrimmed, fried, no added fat",-31.0,F007049,93.28,1252
F007042,"Pork, medallion or loin steak, untrimmed, fried, no added fat",-31.0,F007046,6.72,5019
F007072,"Pork, round mini roast, untrimmed, raw",0.0,F007077,98.0,0
F007072,"Pork, round mini roast, untrimmed, raw",0.0,F007074,2.0,0
F007071,"Pork, round mini roast, untrimmed, baked, no added fat",0.0,F007076,98.7,0
F007071,"Pork, round mini roast, untrimmed, baked, no added fat",0.0,F007073,1.3,0
F007082,"Pork, rump steak, untrimmed, raw",0.0,F006965,2.88,0
F007082,"Pork, rump steak, untrimmed, raw",0.0,F007085,97.12,0
F007081,"Pork, rump steak, untrimmed, fried, no added fat",-32.0,F007082,100.0,1252
F007089,"Pork, scotch roast, untrimmed, raw",0.0,F007094,82.5,0
F007089,"Pork, scotch roast, untrimmed, raw",0.0,F007092,17.5,0
F007087,"Pork, scotch roast, untrimmed, baked, no added fat",0.0,F007093,94.6,0
F007087,"Pork, scotch roast, untrimmed, baked, no added fat",0.0,F007091,5.4,0
F007098,"Pork, silverside steak, untrimmed, raw",0.0,F007101,99.13,0
F007098,"Pork, silverside steak, untrimmed, raw",0.0,F006965,0.87,0
F007117,"Pork, spare ribs, untrimmed, raw",0.0,F007019,67.0,0
F007117,"Pork, spare ribs, untrimmed, raw",0.0,F007016,33.0,0
F007113,"Pork, spare ribs, untrimmed, baked, no added fat",-32.0,F007019,70.0,1254
F007113,"Pork, spare ribs, untrimmed, baked, no added fat",-32.0,F007016,30.0,5019
F007130,"Pork, topside steak, untrimmed, fried, no added fat",0.0,F006964,0.1,0
F007130,"Pork, topside steak, untrimmed, fried, no added fat",0.0,F007131,99.9,0
F002597,"Chicken, breast, lean flesh, skin & fat, raw",0.0,F002594,64.0,0
F002597,"Chicken, breast, lean flesh, skin & fat, raw",0.0,F002773,9.0,0
F002597,"Chicken, breast, lean flesh, skin & fat, raw",0.0,F002769,5.0,0
F002595,"Chicken, breast, lean flesh, skin & fat, baked, no added fat",0.0,F002590,66.0,0
F002595,"Chicken, breast, lean flesh, skin & fat, baked, no added fat",0.0,F002771,7.0,0
F002595,"Chicken, breast, lean flesh, skin & fat, baked, no added fat",0.0,F002768,2.0,0
F002596,"Chicken, breast, lean flesh, skin & fat, casseroled, no added fat",0.0,F002591,90.25,0
F002596,"Chicken, breast, lean flesh, skin & fat, casseroled, no added fat",0.0,F002772,7.5,0
F002596,"Chicken, breast, lean flesh, skin & fat, casseroled, no added fat",0.0,F002768,1.25,0
F002650,"Chicken, drumstick, lean flesh, skin & fat, raw",0.0,F002647,57.0,0
F002650,"Chicken, drumstick, lean flesh, skin & fat, raw",0.0,F002773,8.0,0
F002650,"Chicken, drumstick, lean flesh, skin & fat, raw",0.0,F002769,1.0,0
F002648,"Chicken, drumstick, lean flesh, skin & fat, baked, no added fat",0.0,F002645,52.0,0
F002648,"Chicken, drumstick, lean flesh, skin & fat, baked, no added fat",0.0,F002771,8.0,0
F002648,"Chicken, drumstick, lean flesh, skin & fat, baked, no added fat",0.0,F002768,1.0,0
F002649,"Chicken, drumstick, lean flesh, skin & fat, casseroled, no added fat",0.0,F002646,85.5,0
F002649,"Chicken, drumstick, lean flesh, skin & fat, casseroled, no added fat",0.0,F002772,11.75,0
F002649,"Chicken, drumstick, lean flesh, skin & fat, casseroled, no added fat",0.0,F002768,1.75,0
F002768,"Chicken, separable fat, composite, cooked, no added fat",17.5,F002769,100.0,855
F002809,"Chicken, thigh, lean flesh, skin & fat, raw",0.0,F002806,47.0,0
F002809,"Chicken, thigh, lean flesh, skin & fat, raw",0.0,F002773,11.0,0
F002809,"Chicken, thigh, lean flesh, skin & fat, raw",0.0,F002769,10.0,0
F002807,"Chicken, thigh, lean flesh, skin & fat, baked, no added fat",0.0,F002804,52.0,0
F002807,"Chicken, thigh, lean flesh, skin & fat, baked, no added fat",0.0,F002771,9.0,0
F002807,"Chicken, thigh, lean flesh, skin & fat, baked, no added fat",0.0,F002768,3.0,0
F002808,"Chicken, thigh, lean flesh, skin & fat, casseroled, no added fat",0.0,F002805,79.75,0
F002808,"Chicken, thigh, lean flesh, skin & fat, casseroled, no added fat",0.0,F002772,14.75,0
F002808,"Chicken, thigh, lean flesh, skin & fat, casseroled, no added fat",0.0,F002768,4.5,0
F002852,"Chicken, wing, lean flesh, skin & fat, raw",0.0,F002849,34.0,0
F002852,"Chicken, wing, lean flesh, skin & fat, raw",0.0,F002773,23.0,0
F002852,"Chicken, wing, lean flesh, skin & fat, raw",0.0,F002769,1.0,0
F002850,"Chicken, wing, lean flesh, skin & fat, baked, no added fat",0.0,F002847,38.0,0
F002850,"Chicken, wing, lean flesh, skin & fat, baked, no added fat",0.0,F002771,14.0,0
F002850,"Chicken, wing, lean flesh, skin & fat, baked, no added fat",0.0,F002768,1.0,0
F002851,"Chicken, wing, lean flesh, skin & fat, casseroled, no added fat",0.0,F002848,71.5,0
F002851,"Chicken, wing, lean flesh, skin & fat, casseroled, no added fat",0.0,F002772,25.5,0
F002851,"Chicken, wing, lean flesh, skin & fat, casseroled, no added fat",0.0,F002768,2.0,0
F003634,"Duck, lean flesh, skin & fat, raw",0.0,F003632,27.0,0
F003634,"Duck, lean flesh, skin & fat, raw",0.0,F003642,38.0,0
F003633,"Duck, lean flesh, skin & fat, baked, no added fat",-25.0,F003634,100.0,803
F003300,"Crocodile, cooked, no added fat",-40.0,F003301,100.0,2905
F003300,"Crocodile, cooked, no added fat",-40.0,F003299,100.0,2905
F003778,"Emu, fried, no added fat",-25.0,F003776,50.0,803
F003778,"Emu, fried, no added fat",-25.0,F003779,50.0,803
F004792,"Kangaroo, tail, cooked, no added fat",-18.0,F004793,100.0,601
F002708,"Chicken, liver, fried, added butter",-20.0,F002709,95.0,1151
F002708,"Chicken, liver, fried, added butter",-20.0,F001973,5.0,5019
F000227,"Bacon, middle rasher, untrimmed, fried, no added fat",-25.0,F000228,100.0,1456
F008125,"Sausage, chorizo, fried, no added fat",-5.0,F008126,100.0,1707
F006082,"Nut, almond, with skin, roasted, unsalted",-2.0,F006081,98.0,2203
F006082,"Nut, almond, with skin, roasted, unsalted",-2.0,F006156,1.0,5019
F006082,"Nut, almond, with skin, roasted, unsalted",-2.0,F006155,1.0,5019
F006090,"Nut, cashew, roasted, salted",-1.5,F006088,98.0,2203
F006090,"Nut, cashew, roasted, salted",-1.5,F007879,0.95,0
F006090,"Nut, cashew, roasted, salted",-1.5,F006155,1.0,5019
F006090,"Nut, cashew, roasted, salted",-1.5,F006156,1.0,5019
F000385,"Barramundi, aquacultured, fillet, grilled, no added fat",-27.0,F000386,100.0,2305
F000387,"Barramundi, aquacultured, fillet, steamed with no added fat",-16.0,F000386,100.0,2551
F000401,"Bassa (basa), fillet, baked, no added fat",-27.0,F000402,100.0,2301
F000403,"Bassa (basa), fillet, steamed, no added fat",-16.0,F000402,100.0,2401
F001881,"Bream, fillet, baked, no added fat",-27.0,F001884,100.0,2451
F003970,"Flathead, flesh, baked, no added fat",-27.0,F003973,95.0,2309
F004201,"Gemfish, flesh, baked, no added fat",-27.0,F004202,100.0,2451
F004810,"Kingfish, yellowtail, aquacultured, fillet, with skin, grilled, no added fat",-27.0,F004811,100.0,2455
F004812,"Kingfish, yellowtail, aquacultured, fillet, with skin, steamed, no added fat",-16.0,F004811,100.0,2551
F005267,"Mackerel, grilled, no added fat",-27.0,F005268,100.0,2455
F005270,"Mackerel, steamed, no added fat",-16.0,F005268,100.0,2551
F005658,"Milkfish, aquacultured, flesh, grilled, no added fat",-27.0,F005659,100.0,2455
F005660,"Milkfish, aquacultured, flesh, steamed, no added fat",-16.0,F005659,100.0,2551
F005823,"Morwong, fillet, grilled, no added fat",-27.0,F005824,100.0,2455
F005921,"Mullet, yelloweye, fillet, baked, no added fat",-27.0,F005922,100.0,2301
F005926,"Mulloway, flesh, baked, no added fat",-27.0,F005930,100.0,2301
F007826,"Salmon, Atlantic, fillet, grilled, no added fat",-10.5,F007827,100.0,2455
F007828,"Salmon, Atlantic, fillet, steamed, no added fat",-15.0,F007827,100.0,2551
F007848,"Salmon, Pacific King, fillet, skinless, grilled, no added fat",-10.5,F007849,100.0,2455
F007850,"Salmon, Pacific King, fillet, steamed, no added fat",-15.0,F007849,100.0,2551
F007972,"Sardine, Australian, whole, fried, no added fat",-15.0,F008775,100.0,2460
F008774,"Sprat, blue, wild caught, flesh, skin & bones, fried, no added fat",-15.0,F008775,100.0,2309
F008236,"Shark, fillet, without skin, baked, no added fat",-27.0,F008237,100.0,2301
F008238,"Shark, fillet, without skin, steamed, no added fat",-11.0,F008237,100.0,2402
F008258,"Silver perch, aquacultured, baked, no added fat",-27.0,F008263,100.0,2451
F008264,"Silver perch, aquacultured, steamed, no added fat",-16.0,F008263,99.5,2551
F008358,"Snapper, fillet, baked, no added fat",-27.0,F008359,100.0,2301
F008360,"Snapper, fillet, steamed, no added fat",-27.0,F008359,100.0,2402
F009161,"Tilapia, fillet, baked, no added fat",-27.0,F009163,100.0,2301
F009164,"Tilapia, fillet, steamed, no added fat",-16.0,F009163,100.0,2401
F009267,"Trout, ocean, aquacultured, fillet, without skin, baked, no added fat",-27.0,F009268,100.0,2451
F009269,"Trout, ocean, aquacultured, fillet, without skin, steamed, no added fat",-16.0,F009268,100.0,2551
F009270,"Trout, rainbow, aquacultured, baked, no added fat",-27.0,F009271,100.0,2451
F009273,"Trout, rainbow, aquacultured, steamed, no added fat",-16.0,F009271,100.0,2551
F009302,"Tuna, yellowfin, flesh, baked, no added fat",-27.0,F009303,100.0,2451
F009304,"Tuna, yellowfin, flesh, steamed, no added fat",-16.0,F009303,100.0,2551
F009557,"Whiting, King George, flesh, baked, no added fat",-30.0,F009560,100.0,2309
F005227,"Lobster, southern rock, wild, flesh, purchased steamed or boiled",-10.0,F005228,100.0,2702
F006146,"Octopus, boiled, no added fat",-10.0,F006150,100.0,2905
F006285,"Oyster, aquacultured, raw",0.0,F006288,20.0,0
F006285,"Oyster, aquacultured, raw",0.0,F006289,60.0,0
F006285,"Oyster, aquacultured, raw",0.0,F006291,30.0,0
F007433,"Prawn, flesh, raw (green)",0.0,F007422,25.0,0
F007433,"Prawn, flesh, raw (green)",0.0,F007424,25.0,0
F007433,"Prawn, flesh, raw (green)",0.0,F007431,25.0,0
F007433,"Prawn, flesh, raw (green)",0.0,F007454,25.0,0
F007432,"Prawn, flesh, cooked from raw, no added fat",-20.0,F007421,50.0,0
F007432,"Prawn, flesh, cooked from raw, no added fat",-20.0,F007423,50.0,0
F008165,"Scallop, fried, no added fat",-20.0,F008166,100.0,2911
F008825,"Squid or calamari, fried, no added fat",-20.0,F008828,100.0,2755
F003896,"Fish finger, crumbed, purchased frozen, grilled, no added fat",-12.0,F003897,100.0,2601
F002937,"Chocolate, milk, with dried fruit & nuts",0.0,F002929,78.0,0
F002937,"Chocolate, milk, with dried fruit & nuts",0.0,F008983,14.0,0
F002937,"Chocolate, milk, with dried fruit & nuts",0.0,F006090,3.0,0
F002937,"Chocolate, milk, with dried fruit & nuts",0.0,F006082,5.0,0
F002939,"Chocolate, milk, with nuts",0.0,F002929,70.0,0
F002939,"Chocolate, milk, with nuts",0.0,F006098,27.0,0
F002939,"Chocolate, milk, with nuts",0.0,F006082,3.0,0
F003097,"Confectionery, almond, chocolate-coated",0.0,F002929,85.0,0
F003097,"Confectionery, almond, chocolate-coated",0.0,F006081,15.0,0
F003105,"Confectionery, dried fruit & nuts, chocolate-coated",0.0,F006110,15.0,0
F003105,"Confectionery, dried fruit & nuts, chocolate-coated",0.0,F002929,50.0,0
F003105,"Confectionery, dried fruit & nuts, chocolate-coated",0.0,F006099,5.0,0
F003105,"Confectionery, dried fruit & nuts, chocolate-coated",0.0,F006081,5.0,0
F003105,"Confectionery, dried fruit & nuts, chocolate-coated",0.0,F008983,25.0,0
F003114,"Confectionery, peanut, chocolate-coated",0.0,F006108,34.0,0
F003114,"Confectionery, peanut, chocolate-coated",0.0,F002929,66.0,0
F003118,"Confectionery, sultana, chocolate-coated",0.0,F002929,70.0,0
F003118,"Confectionery, sultana, chocolate-coated",0.0,F008983,30.0,0
F004615,"Jelly, sugar sweetened, all flavours, prepared",0.0,F004611,85.0,0
F004615,"Jelly, sugar sweetened, all flavours, prepared",0.0,F009527,500.0,0
F005213,"Liquorice, allsorts",0.0,F008976,60.0,0
F005213,"Liquorice, allsorts",0.0,F005214,40.0,0
F005215,"Liquorice, chocolate-coated",0.0,F002929,30.0,0
F005215,"Liquorice, chocolate-coated",0.0,F005214,70.0,0
F000142,"Artichoke, globe, boiled, drained",-15.0,F000144,100.0,3775
F000145,"Artichoke, jerusalem, peeled, boiled, drained",-7.0,F000146,100.0,3455
F000151,"Asparagus, green, boiled, drained",-15.0,F000155,100.0,3775
F000418,"Bean, broad, fresh, boiled, drained",-7.0,F000419,100.0,501
F000421,"Bean, butter, fresh, boiled, drained",-7.0,F000422,100.0,501
F000430,"Bean, green, fresh, boiled, drained",-7.0,F000431,100.0,501
F001013,"Beetroot, fresh, purple, peeled, baked, no added fat",-18.0,F001015,100.0,3451
F001014,"Beetroot, fresh, purple, peeled, boiled, drained",-7.0,F001015,100.0,3455
F001300,"Bok choy, fried, no added fat",-30.0,F001301,100.0,3015
F001302,"Bok choy, steamed",-4.0,F001301,100.0,3005
F001899,"Broccoli, fresh, baked, no added fat",-18.0,F001905,100.0,3785
F001908,"Broccolini, fresh, boiled, drained",-4.0,F001909,100.0,3775
F001913,"Brussels sprout, fresh, boiled, drained",-4.0,F001914,100.0,3005
F001993,"Cabbage, Chinese, boiled, drained",-4.0,F001996,100.0,3005
F001988,"Cabbage, Chinese flowering, boiled, drained",-4.0,F001990,100.0,3005
F001997,"Cabbage, mustard, boiled, drained",-4.0,F001998,100.0,3015
F002003,"Cabbage, red, boiled, drained",-4.0,F002006,100.0,3005
F002009,"Cabbage, savoy, boiled, drained",-4.0,F002010,100.0,3005
F002014,"Cabbage, white, boiled, drained",-4.0,F002015,100.0,3005
F002238,"Capsicum, green, fresh, fried, no added fat",-10.0,F002239,100.0,3785
F002246,"Capsicum, red, fresh, fried, no added fat",-10.0,F002247,100.0,3785
F002265,"Carrot, baby, peeled, fresh, boiled, drained",-7.0,F002266,100.0,3455
F002263,"Carrot, baby, baked, no added fat",-8.0,F002266,100.0,3451
F002274,"Carrot, mature, peeled, fresh, baked, no added fat",-18.0,F002276,100.0,3451
F002286,"Cassava, peeled, fresh, raw",0.0,F002290,50.0,0
F002286,"Cassava, peeled, fresh, raw",0.0,F002288,50.0,0
F002285,"Cassava, peeled, fresh, boiled, drained",-7.0,F002286,100.0,3455
F002287,"Cassava, white flesh, peeled, fresh, boiled, drained",-7.0,F002288,100.0,3455
F002289,"Cassava, yellow flesh, peeled, fresh, boiled, drained",-7.0,F002290,100.0,3455
F002377,"Cauliflower, fresh, boiled, drained",-4.0,F002378,100.0,3775
F002383,"Celeriac, peeled, boiled, drained",-7.0,F002384,100.0,3455
F002389,"Celery, fresh, fried, no added fat",-18.0,F002390,100.0,3785
F002883,"Chicory, boiled, drained",-15.0,F002884,100.0,3775
F002894,"Chilli (chili), green, fried, no added fat",-10.0,F002896,100.0,3785
F002900,"Chilli (chili), red, fried, no added fat",-10.0,F002901,100.0,3785
F002948,"Choko, peeled, fresh, boiled, drained",-16.0,F002949,100.0,3455
F003200,"Corn, fresh on cob, boiled, drained",-4.0,F003209,100.0,3775
F003760,"Eggplant, unpeeled, fresh, grilled, no added fat",-30.0,F003761,100.0,3775
F003759,"Eggplant, unpeeled, fresh, baked, no added fat",-15.0,F003761,100.0,3771
F003819,"Fennel, fresh, boiled, drained",-15.0,F003820,100.0,3775
F004192,"Garlic, peeled, fresh, fried, no added fat",-38.0,F004193,100.0,3785
F004212,"Ginger, peeled, fresh, fried, no added fat",-18.0,F004213,100.0,3465
F004819,"Kohlrabi, peeled, fresh, boiled, drained",-4.0,F004820,100.0,3775
F005163,"Leek, fresh, fried, no added fat",-17.0,F005164,100.0,3785
F005162,"Leek, fresh, boiled, drained",-10.0,F005164,100.0,3775
F005945,"Mushroom, common, fresh, fried, no added fat",-44.0,F005946,100.0,3780
F005948,"Mushroom, common, vitamin D enhanced, fresh, fried, no added fat",-44.0,F005949,100.0,3780
F006194,"Okra, cooked, no added fat",-7.0,F006195,100.0,3775
F006224,"Onion, mature, brown skinned, peeled, fresh, fried, no added fat",-38.0,F006225,100.0,3785
F006242,"Onion, mature, white skinned, peeled, fresh, fried, no added fat",-37.0,F006243,100.0,3785
F006249,"Onion, spring, fresh, fried, no added fat",-38.0,F006250,100.0,3785
F006326,"Parsnip, peeled, fresh, baked, no added fat",-18.0,F006328,100.0,3451
F006327,"Parsnip, peeled, fresh, boiled, drained",-7.0,F006328,100.0,3455
F007244,"Potato, coliban, peeled, baked, no added fat",-34.0,F007247,100.0,3301
F007250,"Potato, desiree, peeled, baked, no added fat",-34.0,F007254,100.0,3301
F007252,"Potato, desiree, peeled, boiled, drained",-2.0,F007254,100.0,3307
F007305,"Potato, new, peeled, baked, no added fat",-34.0,F007308,65.0,3301
F007314,"Potato, pale skin, peeled, baked, no added fat",-34.0,F007325,100.0,3301
F007358,"Potato, pontiac, peeled, baked, no added fat",-34.0,F007361,100.0,3301
F007359,"Potato, pontiac, peeled, boiled, drained",-2.0,F007361,100.0,3308
F007364,"Potato, red skin, peeled, baked, no added fat",-34.0,F007368,100.0,3301
F007383,"Potato, sebago, peeled, baked, no added fat",-34.0,F007386,100.0,3301
F007533,"Pumpkin, butternut, peeled, fresh, baked, no added fat",-15.0,F007535,100.0,3771
F007534,"Pumpkin, butternut, peeled, fresh, boiled, drained",-4.0,F007535,100.0,3775
F007538,"Pumpkin, golden nugget, peeled, fresh, baked, no added fat",-15.0,F007540,100.0,3771
F007539,"Pumpkin, golden nugget, peeled, fresh, boiled, drained",-4.0,F007540,100.0,3775
F007543,"Pumpkin, jarrahdale, peeled, fresh, baked, no added fat",-15.0,F007545,100.0,3771
F007544,"Pumpkin, jarrahdale, peeled, fresh, boiled, drained",-4.0,F007545,100.0,3775
F007555,"Pumpkin, peeled, fresh, raw",0.0,F007535,25.0,0
F007555,"Pumpkin, peeled, fresh, raw",0.0,F007540,25.0,0
F007555,"Pumpkin, peeled, fresh, raw",0.0,F007545,25.0,0
F007555,"Pumpkin, peeled, fresh, raw",0.0,F007559,25.0,0
F007553,"Pumpkin, peeled, fresh, baked, no added fat",-15.0,F007555,100.0,3771
F007554,"Pumpkin, peeled, fresh, boiled, drained",-4.0,F007555,100.0,3775
F007557,"Pumpkin, Queensland blue, peeled, fresh, baked, no added fat",-15.0,F007559,100.0,3771
F007558,"Pumpkin, Queensland blue, peeled, fresh, boiled, drained",-4.0,F007559,100.0,3775
F008203,"Seaweed, boiled, drained",0.0,F008204,18.0,3775
F008203,"Seaweed, boiled, drained",0.0,F009527,82.0,0
F008226,"Shallot, peeled, fresh, fried, no added fat",-38.0,F008227,100.0,3785
F008266,"Silverbeet, fresh, boiled, drained",-15.0,F008267,100.0,3005
F008372,"Snow pea, fresh, fried, no added fat",-20.0,F008373,100.0,3785
F008371,"Snow pea, fresh, boiled, drained",-7.0,F008373,100.0,3775
F008760,"Spinach, Mature English, fresh, boiled, drained",-15.0,F008761,100.0,3005
F008810,"Squash, button, fresh, boiled, drained",-16.0,F008811,100.0,3775
F008812,"Squash, scallopini, fresh, boiled, drained",-16.0,F008813,100.0,3775
F009020,"Swede, peeled, fresh, boiled, drained",-7.0,F009021,100.0,3455
F009033,"Sweet potato, orange flesh, peeled, fresh, baked, no added fat",-18.0,F009035,100.0,3701
F009034,"Sweet potato, orange flesh, peeled, fresh, boiled, drained",-7.0,F009035,100.0,3708
F009093,"Taro, peeled, fresh, boiled, drained",-7.0,F009094,100.0,3455
F009339,"Turnip, white, peeled, fresh, boiled, no added fat",-7.0,F009340,100.0,3455
F009774,"Zucchini, green skin, fresh, unpeeled, fried, no added fat",-30.0,F009775,100.0,3785
F009773,"Zucchini, green skin, fresh, unpeeled, boiled, drained",-16.0,F009775,100.0,3775
F009765,"Zucchini, golden, fresh, unpeeled, fried, no added fat",-30.0,F009766,100.0,3780
F009764,"Zucchini, golden, fresh, unpeeled, boiled, drained",-16.0,F009766,100.0,3775
